Emotions,Path,actor,Gender,Source
disgust,E:\datasets\ravdess\Actor_10\03-01-07-02-02-01-10.wav,10,female,ravdess
disgust,E:\datasets\ravdess\Actor_10\03-01-07-02-02-02-10.wav,10,female,ravdess
surprise,E:\datasets\ravdess\Actor_10\03-01-08-01-01-01-10.wav,10,female,ravdess
surprise,E:\datasets\ravdess\Actor_10\03-01-08-01-01-02-10.wav,10,female,ravdess
surprise,E:\datasets\ravdess\Actor_10\03-01-08-01-02-01-10.wav,10,female,ravdess
surprise,E:\datasets\ravdess\Actor_10\03-01-08-01-02-02-10.wav,10,female,ravdess
surprise,E:\datasets\ravdess\Actor_10\03-01-08-02-01-01-10.wav,10,female,ravdess
surprise,E:\datasets\ravdess\Actor_10\03-01-08-02-01-02-10.wav,10,female,ravdess
surprise,E:\datasets\ravdess\Actor_10\03-01-08-02-02-01-10.wav,10,female,ravdess
surprise,E:\datasets\ravdess\Actor_10\03-01-08-02-02-02-10.wav,10,female,ravdess
neutral,E:\datasets\ravdess\Actor_11\03-01-01-01-01-01-11.wav,11,male,ravdess
neutral,E:\datasets\ravdess\Actor_11\03-01-01-01-01-02-11.wav,11,male,ravdess
neutral,E:\datasets\ravdess\Actor_11\03-01-01-01-02-01-11.wav,11,male,ravdess
neutral,E:\datasets\ravdess\Actor_11\03-01-01-01-02-02-11.wav,11,male,ravdess
calm,E:\datasets\ravdess\Actor_11\03-01-02-01-01-01-11.wav,11,male,ravdess
calm,E:\datasets\ravdess\Actor_11\03-01-02-01-01-02-11.wav,11,male,ravdess
calm,E:\datasets\ravdess\Actor_11\03-01-02-01-02-01-11.wav,11,male,ravdess
calm,E:\datasets\ravdess\Actor_11\03-01-02-01-02-02-11.wav,11,male,ravdess
calm,E:\datasets\ravdess\Actor_11\03-01-02-02-01-01-11.wav,11,male,ravdess
calm,E:\datasets\ravdess\Actor_11\03-01-02-02-01-02-11.wav,11,male,ravdess
calm,E:\datasets\ravdess\Actor_11\03-01-02-02-02-01-11.wav,11,male,ravdess
calm,E:\datasets\ravdess\Actor_11\03-01-02-02-02-02-11.wav,11,male,ravdess
happy,E:\datasets\ravdess\Actor_11\03-01-03-01-01-01-11.wav,11,male,ravdess
happy,E:\datasets\ravdess\Actor_11\03-01-03-01-01-02-11.wav,11,male,ravdess
happy,E:\datasets\ravdess\Actor_11\03-01-03-01-02-01-11.wav,11,male,ravdess
happy,E:\datasets\ravdess\Actor_11\03-01-03-01-02-02-11.wav,11,male,ravdess
happy,E:\datasets\ravdess\Actor_11\03-01-03-02-01-01-11.wav,11,male,ravdess
happy,E:\datasets\ravdess\Actor_11\03-01-03-02-01-02-11.wav,11,male,ravdess
happy,E:\datasets\ravdess\Actor_11\03-01-03-02-02-01-11.wav,11,male,ravdess
happy,E:\datasets\ravdess\Actor_11\03-01-03-02-02-02-11.wav,11,male,ravdess
sad,E:\datasets\ravdess\Actor_11\03-01-04-01-01-01-11.wav,11,male,ravdess
sad,E:\datasets\ravdess\Actor_11\03-01-04-01-01-02-11.wav,11,male,ravdess
sad,E:\datasets\ravdess\Actor_11\03-01-04-01-02-01-11.wav,11,male,ravdess
sad,E:\datasets\ravdess\Actor_11\03-01-04-01-02-02-11.wav,11,male,ravdess
sad,E:\datasets\ravdess\Actor_11\03-01-04-02-01-01-11.wav,11,male,ravdess
sad,E:\datasets\ravdess\Actor_11\03-01-04-02-01-02-11.wav,11,male,ravdess
sad,E:\datasets\ravdess\Actor_11\03-01-04-02-02-01-11.wav,11,male,ravdess
sad,E:\datasets\ravdess\Actor_11\03-01-04-02-02-02-11.wav,11,male,ravdess
angry,E:\datasets\ravdess\Actor_11\03-01-05-01-01-01-11.wav,11,male,ravdess
angry,E:\datasets\ravdess\Actor_11\03-01-05-01-01-02-11.wav,11,male,ravdess
angry,E:\datasets\ravdess\Actor_11\03-01-05-01-02-01-11.wav,11,male,ravdess
angry,E:\datasets\ravdess\Actor_11\03-01-05-01-02-02-11.wav,11,male,ravdess
angry,E:\datasets\ravdess\Actor_11\03-01-05-02-01-01-11.wav,11,male,ravdess
angry,E:\datasets\ravdess\Actor_11\03-01-05-02-01-02-11.wav,11,male,ravdess
angry,E:\datasets\ravdess\Actor_11\03-01-05-02-02-01-11.wav,11,male,ravdess
angry,E:\datasets\ravdess\Actor_11\03-01-05-02-02-02-11.wav,11,male,ravdess
fear,E:\datasets\ravdess\Actor_11\03-01-06-01-01-01-11.wav,11,male,ravdess
fear,E:\datasets\ravdess\Actor_11\03-01-06-01-01-02-11.wav,11,male,ravdess
fear,E:\datasets\ravdess\Actor_11\03-01-06-01-02-01-11.wav,11,male,ravdess
fear,E:\datasets\ravdess\Actor_11\03-01-06-01-02-02-11.wav,11,male,ravdess
fear,E:\datasets\ravdess\Actor_11\03-01-06-02-01-01-11.wav,11,male,ravdess
fear,E:\datasets\ravdess\Actor_11\03-01-06-02-01-02-11.wav,11,male,ravdess
fear,E:\datasets\ravdess\Actor_11\03-01-06-02-02-01-11.wav,11,male,ravdess
fear,E:\datasets\ravdess\Actor_11\03-01-06-02-02-02-11.wav,11,male,ravdess
disgust,E:\datasets\ravdess\Actor_11\03-01-07-01-01-01-11.wav,11,male,ravdess
disgust,E:\datasets\ravdess\Actor_11\03-01-07-01-01-02-11.wav,11,male,ravdess
disgust,E:\datasets\ravdess\Actor_11\03-01-07-01-02-01-11.wav,11,male,ravdess
disgust,E:\datasets\ravdess\Actor_11\03-01-07-01-02-02-11.wav,11,male,ravdess
disgust,E:\datasets\ravdess\Actor_11\03-01-07-02-01-01-11.wav,11,male,ravdess
disgust,E:\datasets\ravdess\Actor_11\03-01-07-02-01-02-11.wav,11,male,ravdess
disgust,E:\datasets\ravdess\Actor_11\03-01-07-02-02-01-11.wav,11,male,ravdess
disgust,E:\datasets\ravdess\Actor_11\03-01-07-02-02-02-11.wav,11,male,ravdess
surprise,E:\datasets\ravdess\Actor_11\03-01-08-01-01-01-11.wav,11,male,ravdess
surprise,E:\datasets\ravdess\Actor_11\03-01-08-01-01-02-11.wav,11,male,ravdess
surprise,E:\datasets\ravdess\Actor_11\03-01-08-01-02-01-11.wav,11,male,ravdess
surprise,E:\datasets\ravdess\Actor_11\03-01-08-01-02-02-11.wav,11,male,ravdess
surprise,E:\datasets\ravdess\Actor_11\03-01-08-02-01-01-11.wav,11,male,ravdess
surprise,E:\datasets\ravdess\Actor_11\03-01-08-02-01-02-11.wav,11,male,ravdess
surprise,E:\datasets\ravdess\Actor_11\03-01-08-02-02-01-11.wav,11,male,ravdess
surprise,E:\datasets\ravdess\Actor_11\03-01-08-02-02-02-11.wav,11,male,ravdess
neutral,E:\datasets\ravdess\Actor_12\03-01-01-01-01-01-12.wav,12,female,ravdess
neutral,E:\datasets\ravdess\Actor_12\03-01-01-01-01-02-12.wav,12,female,ravdess
neutral,E:\datasets\ravdess\Actor_12\03-01-01-01-02-01-12.wav,12,female,ravdess
neutral,E:\datasets\ravdess\Actor_12\03-01-01-01-02-02-12.wav,12,female,ravdess
calm,E:\datasets\ravdess\Actor_12\03-01-02-01-01-01-12.wav,12,female,ravdess
calm,E:\datasets\ravdess\Actor_12\03-01-02-01-01-02-12.wav,12,female,ravdess
calm,E:\datasets\ravdess\Actor_12\03-01-02-01-02-01-12.wav,12,female,ravdess
calm,E:\datasets\ravdess\Actor_12\03-01-02-01-02-02-12.wav,12,female,ravdess
calm,E:\datasets\ravdess\Actor_12\03-01-02-02-01-01-12.wav,12,female,ravdess
calm,E:\datasets\ravdess\Actor_12\03-01-02-02-01-02-12.wav,12,female,ravdess
calm,E:\datasets\ravdess\Actor_12\03-01-02-02-02-01-12.wav,12,female,ravdess
calm,E:\datasets\ravdess\Actor_12\03-01-02-02-02-02-12.wav,12,female,ravdess
happy,E:\datasets\ravdess\Actor_12\03-01-03-01-01-01-12.wav,12,female,ravdess
happy,E:\datasets\ravdess\Actor_12\03-01-03-01-01-02-12.wav,12,female,ravdess
happy,E:\datasets\ravdess\Actor_12\03-01-03-01-02-01-12.wav,12,female,ravdess
happy,E:\datasets\ravdess\Actor_12\03-01-03-01-02-02-12.wav,12,female,ravdess
happy,E:\datasets\ravdess\Actor_12\03-01-03-02-01-01-12.wav,12,female,ravdess
happy,E:\datasets\ravdess\Actor_12\03-01-03-02-01-02-12.wav,12,female,ravdess
happy,E:\datasets\ravdess\Actor_12\03-01-03-02-02-01-12.wav,12,female,ravdess
happy,E:\datasets\ravdess\Actor_12\03-01-03-02-02-02-12.wav,12,female,ravdess
sad,E:\datasets\ravdess\Actor_12\03-01-04-01-01-01-12.wav,12,female,ravdess
sad,E:\datasets\ravdess\Actor_12\03-01-04-01-01-02-12.wav,12,female,ravdess
sad,E:\datasets\ravdess\Actor_12\03-01-04-01-02-01-12.wav,12,female,ravdess
sad,E:\datasets\ravdess\Actor_12\03-01-04-01-02-02-12.wav,12,female,ravdess
sad,E:\datasets\ravdess\Actor_12\03-01-04-02-01-01-12.wav,12,female,ravdess
sad,E:\datasets\ravdess\Actor_12\03-01-04-02-01-02-12.wav,12,female,ravdess
sad,E:\datasets\ravdess\Actor_12\03-01-04-02-02-01-12.wav,12,female,ravdess
sad,E:\datasets\ravdess\Actor_12\03-01-04-02-02-02-12.wav,12,female,ravdess
angry,E:\datasets\ravdess\Actor_12\03-01-05-01-01-01-12.wav,12,female,ravdess
angry,E:\datasets\ravdess\Actor_12\03-01-05-01-01-02-12.wav,12,female,ravdess
angry,E:\datasets\ravdess\Actor_12\03-01-05-01-02-01-12.wav,12,female,ravdess
angry,E:\datasets\ravdess\Actor_12\03-01-05-01-02-02-12.wav,12,female,ravdess
angry,E:\datasets\ravdess\Actor_12\03-01-05-02-01-01-12.wav,12,female,ravdess
angry,E:\datasets\ravdess\Actor_12\03-01-05-02-01-02-12.wav,12,female,ravdess
angry,E:\datasets\ravdess\Actor_12\03-01-05-02-02-01-12.wav,12,female,ravdess
angry,E:\datasets\ravdess\Actor_12\03-01-05-02-02-02-12.wav,12,female,ravdess
fear,E:\datasets\ravdess\Actor_12\03-01-06-01-01-01-12.wav,12,female,ravdess
fear,E:\datasets\ravdess\Actor_12\03-01-06-01-01-02-12.wav,12,female,ravdess
fear,E:\datasets\ravdess\Actor_12\03-01-06-01-02-01-12.wav,12,female,ravdess
fear,E:\datasets\ravdess\Actor_12\03-01-06-01-02-02-12.wav,12,female,ravdess
fear,E:\datasets\ravdess\Actor_12\03-01-06-02-01-01-12.wav,12,female,ravdess
fear,E:\datasets\ravdess\Actor_12\03-01-06-02-01-02-12.wav,12,female,ravdess
fear,E:\datasets\ravdess\Actor_12\03-01-06-02-02-01-12.wav,12,female,ravdess
fear,E:\datasets\ravdess\Actor_12\03-01-06-02-02-02-12.wav,12,female,ravdess
disgust,E:\datasets\ravdess\Actor_12\03-01-07-01-01-01-12.wav,12,female,ravdess
disgust,E:\datasets\ravdess\Actor_12\03-01-07-01-01-02-12.wav,12,female,ravdess
disgust,E:\datasets\ravdess\Actor_12\03-01-07-01-02-01-12.wav,12,female,ravdess
disgust,E:\datasets\ravdess\Actor_12\03-01-07-01-02-02-12.wav,12,female,ravdess
disgust,E:\datasets\ravdess\Actor_12\03-01-07-02-01-01-12.wav,12,female,ravdess
disgust,E:\datasets\ravdess\Actor_12\03-01-07-02-01-02-12.wav,12,female,ravdess
disgust,E:\datasets\ravdess\Actor_12\03-01-07-02-02-01-12.wav,12,female,ravdess
disgust,E:\datasets\ravdess\Actor_12\03-01-07-02-02-02-12.wav,12,female,ravdess
surprise,E:\datasets\ravdess\Actor_12\03-01-08-01-01-01-12.wav,12,female,ravdess
surprise,E:\datasets\ravdess\Actor_12\03-01-08-01-01-02-12.wav,12,female,ravdess
surprise,E:\datasets\ravdess\Actor_12\03-01-08-01-02-01-12.wav,12,female,ravdess
surprise,E:\datasets\ravdess\Actor_12\03-01-08-01-02-02-12.wav,12,female,ravdess
surprise,E:\datasets\ravdess\Actor_12\03-01-08-02-01-01-12.wav,12,female,ravdess
surprise,E:\datasets\ravdess\Actor_12\03-01-08-02-01-02-12.wav,12,female,ravdess
surprise,E:\datasets\ravdess\Actor_12\03-01-08-02-02-01-12.wav,12,female,ravdess
surprise,E:\datasets\ravdess\Actor_12\03-01-08-02-02-02-12.wav,12,female,ravdess
neutral,E:\datasets\ravdess\Actor_13\03-01-01-01-01-01-13.wav,13,male,ravdess
neutral,E:\datasets\ravdess\Actor_13\03-01-01-01-01-02-13.wav,13,male,ravdess
neutral,E:\datasets\ravdess\Actor_13\03-01-01-01-02-01-13.wav,13,male,ravdess
neutral,E:\datasets\ravdess\Actor_13\03-01-01-01-02-02-13.wav,13,male,ravdess
calm,E:\datasets\ravdess\Actor_13\03-01-02-01-01-01-13.wav,13,male,ravdess
calm,E:\datasets\ravdess\Actor_13\03-01-02-01-01-02-13.wav,13,male,ravdess
calm,E:\datasets\ravdess\Actor_13\03-01-02-01-02-01-13.wav,13,male,ravdess
calm,E:\datasets\ravdess\Actor_13\03-01-02-01-02-02-13.wav,13,male,ravdess
calm,E:\datasets\ravdess\Actor_13\03-01-02-02-01-01-13.wav,13,male,ravdess
calm,E:\datasets\ravdess\Actor_13\03-01-02-02-01-02-13.wav,13,male,ravdess
calm,E:\datasets\ravdess\Actor_13\03-01-02-02-02-01-13.wav,13,male,ravdess
calm,E:\datasets\ravdess\Actor_13\03-01-02-02-02-02-13.wav,13,male,ravdess
happy,E:\datasets\ravdess\Actor_13\03-01-03-01-01-01-13.wav,13,male,ravdess
happy,E:\datasets\ravdess\Actor_13\03-01-03-01-01-02-13.wav,13,male,ravdess
happy,E:\datasets\ravdess\Actor_13\03-01-03-01-02-01-13.wav,13,male,ravdess
happy,E:\datasets\ravdess\Actor_13\03-01-03-01-02-02-13.wav,13,male,ravdess
happy,E:\datasets\ravdess\Actor_13\03-01-03-02-01-01-13.wav,13,male,ravdess
happy,E:\datasets\ravdess\Actor_13\03-01-03-02-01-02-13.wav,13,male,ravdess
happy,E:\datasets\ravdess\Actor_13\03-01-03-02-02-01-13.wav,13,male,ravdess
happy,E:\datasets\ravdess\Actor_13\03-01-03-02-02-02-13.wav,13,male,ravdess
sad,E:\datasets\ravdess\Actor_13\03-01-04-01-01-01-13.wav,13,male,ravdess
sad,E:\datasets\ravdess\Actor_13\03-01-04-01-01-02-13.wav,13,male,ravdess
sad,E:\datasets\ravdess\Actor_13\03-01-04-01-02-01-13.wav,13,male,ravdess
sad,E:\datasets\ravdess\Actor_13\03-01-04-01-02-02-13.wav,13,male,ravdess
sad,E:\datasets\ravdess\Actor_13\03-01-04-02-01-01-13.wav,13,male,ravdess
sad,E:\datasets\ravdess\Actor_13\03-01-04-02-01-02-13.wav,13,male,ravdess
sad,E:\datasets\ravdess\Actor_13\03-01-04-02-02-01-13.wav,13,male,ravdess
sad,E:\datasets\ravdess\Actor_13\03-01-04-02-02-02-13.wav,13,male,ravdess
angry,E:\datasets\ravdess\Actor_13\03-01-05-01-01-01-13.wav,13,male,ravdess
angry,E:\datasets\ravdess\Actor_13\03-01-05-01-01-02-13.wav,13,male,ravdess
angry,E:\datasets\ravdess\Actor_13\03-01-05-01-02-01-13.wav,13,male,ravdess
angry,E:\datasets\ravdess\Actor_13\03-01-05-01-02-02-13.wav,13,male,ravdess
angry,E:\datasets\ravdess\Actor_13\03-01-05-02-01-01-13.wav,13,male,ravdess
angry,E:\datasets\ravdess\Actor_13\03-01-05-02-01-02-13.wav,13,male,ravdess
angry,E:\datasets\ravdess\Actor_13\03-01-05-02-02-01-13.wav,13,male,ravdess
angry,E:\datasets\ravdess\Actor_13\03-01-05-02-02-02-13.wav,13,male,ravdess
fear,E:\datasets\ravdess\Actor_13\03-01-06-01-01-01-13.wav,13,male,ravdess
fear,E:\datasets\ravdess\Actor_13\03-01-06-01-01-02-13.wav,13,male,ravdess
fear,E:\datasets\ravdess\Actor_13\03-01-06-01-02-01-13.wav,13,male,ravdess
fear,E:\datasets\ravdess\Actor_13\03-01-06-01-02-02-13.wav,13,male,ravdess
fear,E:\datasets\ravdess\Actor_13\03-01-06-02-01-01-13.wav,13,male,ravdess
fear,E:\datasets\ravdess\Actor_13\03-01-06-02-01-02-13.wav,13,male,ravdess
fear,E:\datasets\ravdess\Actor_13\03-01-06-02-02-01-13.wav,13,male,ravdess
fear,E:\datasets\ravdess\Actor_13\03-01-06-02-02-02-13.wav,13,male,ravdess
disgust,E:\datasets\ravdess\Actor_13\03-01-07-01-01-01-13.wav,13,male,ravdess
disgust,E:\datasets\ravdess\Actor_13\03-01-07-01-01-02-13.wav,13,male,ravdess
disgust,E:\datasets\ravdess\Actor_13\03-01-07-01-02-01-13.wav,13,male,ravdess
disgust,E:\datasets\ravdess\Actor_13\03-01-07-01-02-02-13.wav,13,male,ravdess
disgust,E:\datasets\ravdess\Actor_13\03-01-07-02-01-01-13.wav,13,male,ravdess
disgust,E:\datasets\ravdess\Actor_13\03-01-07-02-01-02-13.wav,13,male,ravdess
disgust,E:\datasets\ravdess\Actor_13\03-01-07-02-02-01-13.wav,13,male,ravdess
disgust,E:\datasets\ravdess\Actor_13\03-01-07-02-02-02-13.wav,13,male,ravdess
surprise,E:\datasets\ravdess\Actor_13\03-01-08-01-01-01-13.wav,13,male,ravdess
surprise,E:\datasets\ravdess\Actor_13\03-01-08-01-01-02-13.wav,13,male,ravdess
surprise,E:\datasets\ravdess\Actor_13\03-01-08-01-02-01-13.wav,13,male,ravdess
surprise,E:\datasets\ravdess\Actor_13\03-01-08-01-02-02-13.wav,13,male,ravdess
surprise,E:\datasets\ravdess\Actor_13\03-01-08-02-01-01-13.wav,13,male,ravdess
surprise,E:\datasets\ravdess\Actor_13\03-01-08-02-01-02-13.wav,13,male,ravdess
surprise,E:\datasets\ravdess\Actor_13\03-01-08-02-02-01-13.wav,13,male,ravdess
surprise,E:\datasets\ravdess\Actor_13\03-01-08-02-02-02-13.wav,13,male,ravdess
neutral,E:\datasets\ravdess\Actor_14\03-01-01-01-01-01-14.wav,14,female,ravdess
neutral,E:\datasets\ravdess\Actor_14\03-01-01-01-01-02-14.wav,14,female,ravdess
neutral,E:\datasets\ravdess\Actor_14\03-01-01-01-02-01-14.wav,14,female,ravdess
neutral,E:\datasets\ravdess\Actor_14\03-01-01-01-02-02-14.wav,14,female,ravdess
calm,E:\datasets\ravdess\Actor_14\03-01-02-01-01-01-14.wav,14,female,ravdess
calm,E:\datasets\ravdess\Actor_14\03-01-02-01-01-02-14.wav,14,female,ravdess
calm,E:\datasets\ravdess\Actor_14\03-01-02-01-02-01-14.wav,14,female,ravdess
calm,E:\datasets\ravdess\Actor_14\03-01-02-01-02-02-14.wav,14,female,ravdess
calm,E:\datasets\ravdess\Actor_14\03-01-02-02-01-01-14.wav,14,female,ravdess
calm,E:\datasets\ravdess\Actor_14\03-01-02-02-01-02-14.wav,14,female,ravdess
calm,E:\datasets\ravdess\Actor_14\03-01-02-02-02-01-14.wav,14,female,ravdess
calm,E:\datasets\ravdess\Actor_14\03-01-02-02-02-02-14.wav,14,female,ravdess
happy,E:\datasets\ravdess\Actor_14\03-01-03-01-01-01-14.wav,14,female,ravdess
happy,E:\datasets\ravdess\Actor_14\03-01-03-01-01-02-14.wav,14,female,ravdess
happy,E:\datasets\ravdess\Actor_14\03-01-03-01-02-01-14.wav,14,female,ravdess
happy,E:\datasets\ravdess\Actor_14\03-01-03-01-02-02-14.wav,14,female,ravdess
happy,E:\datasets\ravdess\Actor_14\03-01-03-02-01-01-14.wav,14,female,ravdess
happy,E:\datasets\ravdess\Actor_14\03-01-03-02-01-02-14.wav,14,female,ravdess
happy,E:\datasets\ravdess\Actor_14\03-01-03-02-02-01-14.wav,14,female,ravdess
happy,E:\datasets\ravdess\Actor_14\03-01-03-02-02-02-14.wav,14,female,ravdess
sad,E:\datasets\ravdess\Actor_14\03-01-04-01-01-01-14.wav,14,female,ravdess
sad,E:\datasets\ravdess\Actor_14\03-01-04-01-01-02-14.wav,14,female,ravdess
sad,E:\datasets\ravdess\Actor_14\03-01-04-01-02-01-14.wav,14,female,ravdess
sad,E:\datasets\ravdess\Actor_14\03-01-04-01-02-02-14.wav,14,female,ravdess
sad,E:\datasets\ravdess\Actor_14\03-01-04-02-01-01-14.wav,14,female,ravdess
sad,E:\datasets\ravdess\Actor_14\03-01-04-02-01-02-14.wav,14,female,ravdess
sad,E:\datasets\ravdess\Actor_14\03-01-04-02-02-01-14.wav,14,female,ravdess
sad,E:\datasets\ravdess\Actor_14\03-01-04-02-02-02-14.wav,14,female,ravdess
angry,E:\datasets\ravdess\Actor_14\03-01-05-01-01-01-14.wav,14,female,ravdess
angry,E:\datasets\ravdess\Actor_14\03-01-05-01-01-02-14.wav,14,female,ravdess
angry,E:\datasets\ravdess\Actor_14\03-01-05-01-02-01-14.wav,14,female,ravdess
angry,E:\datasets\ravdess\Actor_14\03-01-05-01-02-02-14.wav,14,female,ravdess
angry,E:\datasets\ravdess\Actor_14\03-01-05-02-01-01-14.wav,14,female,ravdess
angry,E:\datasets\ravdess\Actor_14\03-01-05-02-01-02-14.wav,14,female,ravdess
angry,E:\datasets\ravdess\Actor_14\03-01-05-02-02-01-14.wav,14,female,ravdess
angry,E:\datasets\ravdess\Actor_14\03-01-05-02-02-02-14.wav,14,female,ravdess
fear,E:\datasets\ravdess\Actor_14\03-01-06-01-01-01-14.wav,14,female,ravdess
fear,E:\datasets\ravdess\Actor_14\03-01-06-01-01-02-14.wav,14,female,ravdess
fear,E:\datasets\ravdess\Actor_14\03-01-06-01-02-01-14.wav,14,female,ravdess
fear,E:\datasets\ravdess\Actor_14\03-01-06-01-02-02-14.wav,14,female,ravdess
fear,E:\datasets\ravdess\Actor_14\03-01-06-02-01-01-14.wav,14,female,ravdess
fear,E:\datasets\ravdess\Actor_14\03-01-06-02-01-02-14.wav,14,female,ravdess
fear,E:\datasets\ravdess\Actor_14\03-01-06-02-02-01-14.wav,14,female,ravdess
fear,E:\datasets\ravdess\Actor_14\03-01-06-02-02-02-14.wav,14,female,ravdess
disgust,E:\datasets\ravdess\Actor_14\03-01-07-01-01-01-14.wav,14,female,ravdess
disgust,E:\datasets\ravdess\Actor_14\03-01-07-01-01-02-14.wav,14,female,ravdess
disgust,E:\datasets\ravdess\Actor_14\03-01-07-01-02-01-14.wav,14,female,ravdess
disgust,E:\datasets\ravdess\Actor_14\03-01-07-01-02-02-14.wav,14,female,ravdess
disgust,E:\datasets\ravdess\Actor_14\03-01-07-02-01-01-14.wav,14,female,ravdess
disgust,E:\datasets\ravdess\Actor_14\03-01-07-02-01-02-14.wav,14,female,ravdess
disgust,E:\datasets\ravdess\Actor_14\03-01-07-02-02-01-14.wav,14,female,ravdess
disgust,E:\datasets\ravdess\Actor_14\03-01-07-02-02-02-14.wav,14,female,ravdess
surprise,E:\datasets\ravdess\Actor_14\03-01-08-01-01-01-14.wav,14,female,ravdess
surprise,E:\datasets\ravdess\Actor_14\03-01-08-01-01-02-14.wav,14,female,ravdess
surprise,E:\datasets\ravdess\Actor_14\03-01-08-01-02-01-14.wav,14,female,ravdess
surprise,E:\datasets\ravdess\Actor_14\03-01-08-01-02-02-14.wav,14,female,ravdess
surprise,E:\datasets\ravdess\Actor_14\03-01-08-02-01-01-14.wav,14,female,ravdess
surprise,E:\datasets\ravdess\Actor_14\03-01-08-02-01-02-14.wav,14,female,ravdess
surprise,E:\datasets\ravdess\Actor_14\03-01-08-02-02-01-14.wav,14,female,ravdess
surprise,E:\datasets\ravdess\Actor_14\03-01-08-02-02-02-14.wav,14,female,ravdess
neutral,E:\datasets\ravdess\Actor_15\03-01-01-01-01-01-15.wav,15,male,ravdess
neutral,E:\datasets\ravdess\Actor_15\03-01-01-01-01-02-15.wav,15,male,ravdess
neutral,E:\datasets\ravdess\Actor_15\03-01-01-01-02-01-15.wav,15,male,ravdess
neutral,E:\datasets\ravdess\Actor_15\03-01-01-01-02-02-15.wav,15,male,ravdess
calm,E:\datasets\ravdess\Actor_15\03-01-02-01-01-01-15.wav,15,male,ravdess
calm,E:\datasets\ravdess\Actor_15\03-01-02-01-01-02-15.wav,15,male,ravdess
calm,E:\datasets\ravdess\Actor_15\03-01-02-01-02-01-15.wav,15,male,ravdess
calm,E:\datasets\ravdess\Actor_15\03-01-02-01-02-02-15.wav,15,male,ravdess
calm,E:\datasets\ravdess\Actor_15\03-01-02-02-01-01-15.wav,15,male,ravdess
calm,E:\datasets\ravdess\Actor_15\03-01-02-02-01-02-15.wav,15,male,ravdess
calm,E:\datasets\ravdess\Actor_15\03-01-02-02-02-01-15.wav,15,male,ravdess
calm,E:\datasets\ravdess\Actor_15\03-01-02-02-02-02-15.wav,15,male,ravdess
happy,E:\datasets\ravdess\Actor_15\03-01-03-01-01-01-15.wav,15,male,ravdess
happy,E:\datasets\ravdess\Actor_15\03-01-03-01-01-02-15.wav,15,male,ravdess
happy,E:\datasets\ravdess\Actor_15\03-01-03-01-02-01-15.wav,15,male,ravdess
happy,E:\datasets\ravdess\Actor_15\03-01-03-01-02-02-15.wav,15,male,ravdess
happy,E:\datasets\ravdess\Actor_15\03-01-03-02-01-01-15.wav,15,male,ravdess
happy,E:\datasets\ravdess\Actor_15\03-01-03-02-01-02-15.wav,15,male,ravdess
happy,E:\datasets\ravdess\Actor_15\03-01-03-02-02-01-15.wav,15,male,ravdess
happy,E:\datasets\ravdess\Actor_15\03-01-03-02-02-02-15.wav,15,male,ravdess
sad,E:\datasets\ravdess\Actor_15\03-01-04-01-01-01-15.wav,15,male,ravdess
sad,E:\datasets\ravdess\Actor_15\03-01-04-01-01-02-15.wav,15,male,ravdess
sad,E:\datasets\ravdess\Actor_15\03-01-04-01-02-01-15.wav,15,male,ravdess
sad,E:\datasets\ravdess\Actor_15\03-01-04-01-02-02-15.wav,15,male,ravdess
sad,E:\datasets\ravdess\Actor_15\03-01-04-02-01-01-15.wav,15,male,ravdess
sad,E:\datasets\ravdess\Actor_15\03-01-04-02-01-02-15.wav,15,male,ravdess
sad,E:\datasets\ravdess\Actor_15\03-01-04-02-02-01-15.wav,15,male,ravdess
sad,E:\datasets\ravdess\Actor_15\03-01-04-02-02-02-15.wav,15,male,ravdess
angry,E:\datasets\ravdess\Actor_15\03-01-05-01-01-01-15.wav,15,male,ravdess
angry,E:\datasets\ravdess\Actor_15\03-01-05-01-01-02-15.wav,15,male,ravdess
angry,E:\datasets\ravdess\Actor_15\03-01-05-01-02-01-15.wav,15,male,ravdess
angry,E:\datasets\ravdess\Actor_15\03-01-05-01-02-02-15.wav,15,male,ravdess
angry,E:\datasets\ravdess\Actor_15\03-01-05-02-01-01-15.wav,15,male,ravdess
angry,E:\datasets\ravdess\Actor_15\03-01-05-02-01-02-15.wav,15,male,ravdess
angry,E:\datasets\ravdess\Actor_15\03-01-05-02-02-01-15.wav,15,male,ravdess
angry,E:\datasets\ravdess\Actor_15\03-01-05-02-02-02-15.wav,15,male,ravdess
fear,E:\datasets\ravdess\Actor_15\03-01-06-01-01-01-15.wav,15,male,ravdess
fear,E:\datasets\ravdess\Actor_15\03-01-06-01-01-02-15.wav,15,male,ravdess
fear,E:\datasets\ravdess\Actor_15\03-01-06-01-02-01-15.wav,15,male,ravdess
fear,E:\datasets\ravdess\Actor_15\03-01-06-01-02-02-15.wav,15,male,ravdess
fear,E:\datasets\ravdess\Actor_15\03-01-06-02-01-01-15.wav,15,male,ravdess
fear,E:\datasets\ravdess\Actor_15\03-01-06-02-01-02-15.wav,15,male,ravdess
fear,E:\datasets\ravdess\Actor_15\03-01-06-02-02-01-15.wav,15,male,ravdess
fear,E:\datasets\ravdess\Actor_15\03-01-06-02-02-02-15.wav,15,male,ravdess
disgust,E:\datasets\ravdess\Actor_15\03-01-07-01-01-01-15.wav,15,male,ravdess
